,DATE,RATE,shift,label
3011,2018-02-23,1.48,1.49,down
3012,2018-02-24,1.48,1.49,down
3013,2018-02-25,1.48,1.49,down
3014,2018-02-26,1.48,1.49,down
3015,2018-02-27,1.5,1.49,up
3016,2018-02-28,1.51,1.49,up
3017,2018-03-01,1.51,1.49,up
3018,2018-03-02,1.5,1.54,down
3019,2018-03-03,1.5,1.5,neutral
3020,2018-03-04,1.5,1.46,up
3021,2018-03-05,1.46,1.46,neutral
3022,2018-03-06,1.43,1.46,down
3023,2018-03-07,1.48,1.48,neutral
3024,2018-03-08,1.5,1.47,up
3025,2018-03-09,1.49,1.49,neutral
3026,2018-03-10,1.49,1.47,up
3027,2018-03-11,1.49,1.5,down
3028,2018-03-12,1.5,1.5,neutral
3029,2018-03-13,1.5,1.5,neutral
3030,2018-03-14,1.5,1.51,down
3031,2018-03-15,1.49,1.51,down
3032,2018-03-16,1.5,1.51,down
3033,2018-03-17,1.5,1.51,down
3034,2018-03-18,1.5,1.51,down
3035,2018-03-19,1.5,1.51,down
3036,2018-03-20,1.49,1.51,down
3037,2018-03-21,1.49,1.5,down
3038,2018-03-22,1.5,1.48,up
3039,2018-03-23,1.51,1.48,up
3040,2018-03-24,1.51,1.49,up
3041,2018-03-25,1.51,1.48,up
3042,2018-03-26,1.5,1.48,up
3043,2018-03-27,1.48,1.48,neutral
3044,2018-03-28,1.48,1.48,neutral
3045,2018-03-29,1.48,1.5,down
3046,2018-03-30,1.54,1.51,up
3047,2018-03-31,1.54,1.51,up
3048,2018-04-01,1.54,1.5,up
3049,2018-04-02,1.49,1.5,down
3050,2018-04-03,1.44,1.5,down
3051,2018-04-04,1.46,1.46,neutral
3052,2018-04-05,1.46,1.43,up
3053,2018-04-06,1.44,1.48,down
3054,2018-04-07,1.44,1.5,down
3055,2018-04-08,1.44,1.49,down
3056,2018-04-09,1.48,1.49,down
3057,2018-04-10,1.49,1.49,neutral
3058,2018-04-11,1.48,1.5,down
3059,2018-04-12,1.48,1.5,down
3060,2018-04-13,1.49,1.5,down
3061,2018-04-14,1.49,1.49,neutral
3062,2018-04-15,1.49,1.5,down
3063,2018-04-16,1.46,1.5,down
3064,2018-04-17,1.47,1.5,down
3065,2018-04-18,1.47,1.5,down
3066,2018-04-19,1.47,1.49,down
3067,2018-04-20,1.47,1.49,down
3068,2018-04-21,1.47,1.5,down
3069,2018-04-22,1.47,1.51,down
3070,2018-04-23,1.47,1.51,down
3071,2018-04-24,1.48,1.51,down
3072,2018-04-25,1.48,1.5,down
3073,2018-04-26,1.48,1.48,neutral
3074,2018-04-27,1.46,1.48,down
3075,2018-04-28,1.46,1.48,down
3076,2018-04-29,1.46,1.54,down
3077,2018-04-30,1.51,1.54,down
3078,2018-05-01,1.51,1.54,down
3079,2018-05-02,1.5,1.49,up
3080,2018-05-03,1.49,1.44,up
3081,2018-05-04,1.49,1.46,up
3082,2018-05-05,1.49,1.46,up
3083,2018-05-06,1.49,1.44,up
3084,2018-05-07,1.49,1.44,up
3085,2018-05-08,1.48,1.44,up
3086,2018-05-09,1.48,1.48,neutral
3087,2018-05-10,1.49,1.49,neutral
3088,2018-05-11,1.49,1.48,up
3089,2018-05-12,1.49,1.48,up
3090,2018-05-13,1.49,1.49,neutral
3091,2018-05-14,1.49,1.49,neutral
3092,2018-05-15,1.49,1.49,neutral
3093,2018-05-16,1.49,1.46,up
3094,2018-05-17,1.48,1.47,up
3095,2018-05-18,1.49,1.47,up
3096,2018-05-19,1.49,1.47,up
3097,2018-05-20,1.49,1.47,up
3098,2018-05-21,1.49,1.47,up
3099,2018-05-22,1.49,1.47,up
3100,2018-05-23,1.5,1.47,up
3101,2018-05-24,1.5,1.48,up
3102,2018-05-25,1.51,1.48,up
3103,2018-05-26,1.51,1.48,up
3104,2018-05-27,1.51,1.46,up
3105,2018-05-28,1.51,1.46,up
3106,2018-05-29,1.5,1.46,up
3107,2018-05-30,1.52,1.51,up
3108,2018-05-31,1.55,1.51,up
3109,2018-06-01,1.5,1.5,neutral
3110,2018-06-02,1.5,1.49,up
3111,2018-06-03,1.5,1.49,up
3112,2018-06-04,1.44,1.49,down
3113,2018-06-05,1.48,1.49,down
3114,2018-06-06,1.48,1.49,down
3115,2018-06-07,1.46,1.48,down
3116,2018-06-08,1.49,1.48,up
3117,2018-06-09,1.49,1.49,neutral
3118,2018-06-10,1.49,1.49,neutral
3119,2018-06-11,1.47,1.49,down
3120,2018-06-12,1.47,1.49,down
3121,2018-06-13,1.47,1.49,down
3122,2018-06-14,1.49,1.49,neutral
3123,2018-06-15,1.49,1.49,neutral
3124,2018-06-16,1.49,1.48,up
3125,2018-06-17,1.49,1.49,neutral
3126,2018-06-18,1.49,1.49,neutral
3127,2018-06-19,1.47,1.49,down
3128,2018-06-20,1.49,1.49,neutral
3129,2018-06-21,1.49,1.49,neutral
3130,2018-06-22,1.5,1.5,neutral
3131,2018-06-23,1.5,1.5,neutral
3132,2018-06-24,1.5,1.51,down
3133,2018-06-25,1.5,1.51,down
3134,2018-06-26,1.46,1.51,down
3135,2018-06-27,1.49,1.51,down
3136,2018-06-28,1.53,1.5,up
3137,2018-06-29,1.57,1.52,up
3138,2018-06-30,1.57,1.55,up
3139,2018-07-01,1.57,1.5,up
3140,2018-07-02,1.53,1.5,up
3141,2018-07-03,1.47,1.5,down
3142,2018-07-04,1.46,1.44,up
3143,2018-07-05,1.46,1.48,down
3144,2018-07-06,1.43,1.48,down
3145,2018-07-07,1.43,1.46,down
3146,2018-07-08,1.43,1.49,down
3147,2018-07-09,1.49,1.49,neutral
3148,2018-07-10,1.49,1.49,neutral
3149,2018-07-11,1.48,1.47,up
3150,2018-07-12,1.51,1.47,up
3151,2018-07-13,1.48,1.47,up
3152,2018-07-14,1.48,1.49,down
3153,2018-07-15,1.48,1.49,down
3154,2018-07-16,1.49,1.49,neutral
3155,2018-07-17,1.47,1.49,down
3156,2018-07-18,1.48,1.49,down
3157,2018-07-19,1.48,1.47,up
3158,2018-07-20,1.48,1.49,down
3159,2018-07-21,1.48,1.49,down
3160,2018-07-22,1.48,1.5,down
3161,2018-07-23,1.48,1.5,down
3162,2018-07-24,1.5,1.5,neutral
3163,2018-07-25,1.5,1.5,neutral
3164,2018-07-26,1.5,1.46,up
3165,2018-07-27,1.49,1.49,neutral
3166,2018-07-28,1.49,1.53,down
3167,2018-07-29,1.49,1.57,down
3168,2018-07-30,1.49,1.57,down
3169,2018-07-31,1.52,1.57,down
3170,2018-08-01,1.5,1.53,down
3171,2018-08-02,1.49,1.47,up
3172,2018-08-03,1.49,1.46,up
3173,2018-08-04,1.49,1.46,up
3174,2018-08-05,1.49,1.43,up
3175,2018-08-06,1.49,1.43,up
3176,2018-08-07,1.44,1.43,up
3177,2018-08-08,1.48,1.49,down
3178,2018-08-09,1.49,1.49,neutral
3179,2018-08-10,1.48,1.48,neutral
3180,2018-08-11,1.48,1.51,down
3181,2018-08-12,1.48,1.48,neutral
3182,2018-08-13,1.49,1.48,up
3183,2018-08-14,1.49,1.48,up
3184,2018-08-15,1.49,1.49,neutral
3185,2018-08-16,1.49,1.47,up
3186,2018-08-17,1.49,1.48,up
3187,2018-08-18,1.49,1.48,up
3188,2018-08-19,1.49,1.48,up
3189,2018-08-20,1.5,1.48,up
3190,2018-08-21,1.49,1.48,up
3191,2018-08-22,1.49,1.48,up
3192,2018-08-23,1.5,1.5,neutral
3193,2018-08-24,1.48,1.5,down
3194,2018-08-25,1.48,1.5,down
3195,2018-08-26,1.48,1.49,down
3196,2018-08-27,1.49,1.49,neutral
3197,2018-08-28,1.49,1.49,neutral
3198,2018-08-29,1.49,1.49,neutral
3199,2018-08-30,1.51,1.52,down
3200,2018-08-31,1.55,1.5,up
3201,2018-09-01,1.55,1.49,up
3202,2018-09-02,1.55,1.49,up
3203,2018-09-03,1.54,1.49,up
3204,2018-09-04,1.45,1.49,down
3205,2018-09-05,1.49,1.49,neutral
3206,2018-09-06,1.51,1.44,up
3207,2018-09-07,1.64,1.48,up
3208,2018-09-08,1.64,1.49,up
3209,2018-09-09,1.64,1.48,up
3210,2018-09-10,1.55,1.48,up
3211,2018-09-11,1.52,1.48,up
3212,2018-09-12,1.51,1.49,up
3213,2018-09-13,1.52,1.49,up
3214,2018-09-14,1.51,1.49,up
3215,2018-09-15,1.51,1.49,up
3216,2018-09-16,1.51,1.49,up
3217,2018-09-17,1.51,1.49,up
3218,2018-09-18,1.51,1.49,up
3219,2018-09-19,1.51,1.5,up
3220,2018-09-20,1.55,1.49,up
3221,2018-09-21,1.6,1.49,up
3222,2018-09-22,1.6,1.5,up
3223,2018-09-23,1.6,1.48,up
3224,2018-09-24,1.6,1.48,up
3225,2018-09-25,1.6,1.48,up
3226,2018-09-26,1.6,1.49,up
3227,2018-09-27,1.59,1.49,up
3228,2018-09-28,1.65,1.49,up
3229,2018-09-29,1.65,1.51,up
3230,2018-09-30,1.65,1.55,up
3231,2018-10-01,1.55,1.55,neutral
3232,2018-10-02,1.51,1.55,down
3233,2018-10-03,1.51,1.54,down
3234,2018-10-04,1.5,1.45,up
3235,2018-10-05,1.5,1.49,up
3236,2018-10-06,1.5,1.51,down
3237,2018-10-07,1.5,1.64,down
3238,2018-10-08,1.47,1.64,down
3239,2018-10-09,1.47,1.64,down
3240,2018-10-10,1.48,1.55,down
3241,2018-10-11,1.5,1.52,down
3242,2018-10-12,1.52,1.51,up
3243,2018-10-13,1.52,1.52,neutral
3244,2018-10-14,1.52,1.51,up
3245,2018-10-15,1.5,1.51,down
3246,2018-10-16,1.49,1.51,down
3247,2018-10-17,1.51,1.51,neutral
3248,2018-10-18,1.5,1.51,down
3249,2018-10-19,1.5,1.51,down
3250,2018-10-20,1.5,1.55,down
3251,2018-10-21,1.5,1.6,down
3252,2018-10-22,1.53,1.6,down
3253,2018-10-23,1.54,1.6,down
3254,2018-10-24,1.56,1.6,down
3255,2018-10-25,1.54,1.6,down
3256,2018-10-26,1.53,1.6,down
3257,2018-10-27,1.53,1.59,down
3258,2018-10-28,1.53,1.65,down
3259,2018-10-29,1.49,1.65,down
3260,2018-10-30,1.49,1.65,down
3261,2018-10-31,1.57,1.55,up
3262,2018-11-01,1.51,1.51,neutral
3263,2018-11-02,1.45,1.51,down
3264,2018-11-03,1.45,1.5,down
3265,2018-11-04,1.45,1.5,down
3266,2018-11-05,1.47,1.5,down
3267,2018-11-06,1.44,1.5,down
3268,2018-11-07,1.48,1.47,up
3269,2018-11-08,1.48,1.47,up
3270,2018-11-09,1.49,1.48,up
3271,2018-11-10,1.49,1.5,down
3272,2018-11-11,1.49,1.52,down
3273,2018-11-12,1.5,1.52,down
3274,2018-11-13,1.51,1.52,down
3275,2018-11-14,1.5,1.5,neutral
3276,2018-11-15,1.51,1.49,up
3277,2018-11-16,1.52,1.51,up
3278,2018-11-17,1.52,1.5,up
3279,2018-11-18,1.52,1.5,up
3280,2018-11-19,1.51,1.5,up
3281,2018-11-20,1.52,1.5,up
3282,2018-11-21,1.5,1.53,down
3283,2018-11-22,1.53,1.54,down
3284,2018-11-23,1.52,1.56,down
3285,2018-11-24,1.52,1.54,down
3286,2018-11-25,1.52,1.53,down
3287,2018-11-26,1.52,1.53,down
3288,2018-11-27,1.49,1.53,down
3289,2018-11-28,1.48,1.49,down
3290,2018-11-29,1.49,1.49,neutral
3291,2018-11-30,1.76,1.57,up
3292,2018-12-01,1.76,1.51,up
3293,2018-12-02,1.76,1.45,up
3294,2018-12-03,1.74,1.45,up
3295,2018-12-04,1.68,1.45,up
3296,2018-12-05,1.73,1.47,up
3297,2018-12-06,1.71,1.44,up
3298,2018-12-07,1.75,1.48,up
3299,2018-12-08,1.75,1.48,up
3300,2018-12-09,1.75,1.49,up
3301,2018-12-10,1.76,1.49,up
3302,2018-12-11,1.76,1.49,up
3303,2018-12-12,1.77,1.5,up
3304,2018-12-13,1.75,1.51,up
3305,2018-12-14,1.76,1.5,up
3306,2018-12-15,1.76,1.51,up
3307,2018-12-16,1.76,1.52,up
3308,2018-12-17,1.76,1.52,up
3309,2018-12-18,1.75,1.52,up
3310,2018-12-19,1.75,1.51,up
3311,2018-12-20,1.77,1.52,up
3312,2018-12-21,1.78,1.5,up
3313,2018-12-22,1.78,1.53,up
3314,2018-12-23,1.78,1.52,up
3315,2018-12-24,1.77,1.52,up
3316,2018-12-25,1.77,1.52,up
3317,2018-12-26,1.78,1.52,up
3318,2018-12-27,1.82,1.49,up
3319,2018-12-28,1.82,1.48,up
3320,2018-12-29,1.82,1.49,up
3321,2018-12-30,1.82,1.76,up
3322,2018-12-31,1.89,1.76,up
3323,2019-01-01,1.89,1.76,up
3324,2019-01-02,1.83,1.74,up
3325,2019-01-03,1.77,1.68,up
3326,2019-01-04,1.75,1.73,up
3327,2019-01-05,1.75,1.71,up
3328,2019-01-06,1.75,1.75,neutral
3329,2019-01-07,1.74,1.75,down
3330,2019-01-08,1.74,1.75,down
3331,2019-01-09,1.73,1.76,down
3332,2019-01-10,1.75,1.76,down
3333,2019-01-11,1.75,1.77,down
3334,2019-01-12,1.75,1.75,neutral
3335,2019-01-13,1.75,1.76,down
3336,2019-01-14,1.73,1.76,down
3337,2019-01-15,1.74,1.76,down
3338,2019-01-16,1.75,1.76,down
3339,2019-01-17,1.75,1.75,neutral
3340,2019-01-18,1.75,1.75,neutral
3341,2019-01-19,1.75,1.77,down
3342,2019-01-20,1.75,1.78,down
3343,2019-01-21,1.76,1.78,down
3344,2019-01-22,1.77,1.78,down
3345,2019-01-23,1.78,1.77,up
3346,2019-01-24,1.75,1.77,down
3347,2019-01-25,1.76,1.78,down
3348,2019-01-26,1.76,1.82,down
3349,2019-01-27,1.76,1.82,down
3350,2019-01-28,1.76,1.82,down
3351,2019-01-29,1.74,1.82,down
3352,2019-01-30,1.74,1.89,down
3353,2019-01-31,1.81,1.89,down
3354,2019-02-01,1.74,1.83,down
3355,2019-02-02,1.74,1.77,down
3356,2019-02-03,1.74,1.75,down
3357,2019-02-04,1.74,1.75,down
3358,2019-02-05,1.74,1.75,down
3359,2019-02-06,1.74,1.74,neutral
3360,2019-02-07,1.75,1.74,up
3361,2019-02-08,1.75,1.73,up
3362,2019-02-09,1.75,1.75,neutral
3363,2019-02-10,1.75,1.75,neutral
3364,2019-02-11,1.74,1.75,down
3365,2019-02-12,1.75,1.75,neutral
3366,2019-02-13,1.74,1.73,up
3367,2019-02-14,1.76,1.74,up
3368,2019-02-15,1.77,1.75,up
3369,2019-02-16,1.77,1.75,up
3370,2019-02-17,1.77,1.75,up
3371,2019-02-18,1.78,1.75,up
3372,2019-02-19,1.76,1.75,up
3373,2019-02-20,1.75,1.76,down
3374,2019-02-21,1.76,1.77,down
3375,2019-02-22,1.76,1.78,down
3376,2019-02-23,1.76,1.75,up
3377,2019-02-24,1.76,1.76,neutral
3378,2019-02-25,1.77,1.76,up
3379,2019-02-26,1.76,1.76,neutral
3380,2019-02-27,1.77,1.76,up
3381,2019-02-28,1.8,1.74,up
3382,2019-03-01,1.8,1.74,up
3383,2019-03-02,1.8,1.81,down
3384,2019-03-03,1.8,1.74,up
3385,2019-03-04,1.76,1.74,up
3386,2019-03-05,1.77,1.74,up
3387,2019-03-06,1.75,1.74,up
3388,2019-03-07,1.76,1.74,up
3389,2019-03-08,1.78,1.74,up
3390,2019-03-09,1.78,1.75,up
3391,2019-03-10,1.78,1.75,up
3392,2019-03-11,1.77,1.75,up
3393,2019-03-12,1.76,1.75,up
3394,2019-03-13,1.78,1.74,up
3395,2019-03-14,1.75,1.75,neutral
3396,2019-03-15,1.73,1.74,down
3397,2019-03-16,1.73,1.76,down
3398,2019-03-17,1.73,1.77,down
3399,2019-03-18,1.76,1.77,down
3400,2019-03-19,1.74,1.77,down
3401,2019-03-20,1.74,1.78,down
3402,2019-03-21,1.74,1.76,down
3403,2019-03-22,1.75,1.75,neutral
3404,2019-03-23,1.75,1.76,down
3405,2019-03-24,1.75,1.76,down
3406,2019-03-25,1.75,1.76,down
3407,2019-03-26,1.77,1.76,up
3408,2019-03-27,1.74,1.77,down
3409,2019-03-28,1.76,1.76,neutral
3410,2019-03-29,1.81,1.77,up
3411,2019-03-30,1.81,1.8,up
3412,2019-03-31,1.81,1.8,up
3413,2019-04-01,1.75,1.8,down
3414,2019-04-02,1.75,1.8,down
3415,2019-04-03,1.7,1.76,down
3416,2019-04-04,1.72,1.77,down
3417,2019-04-05,1.75,1.75,neutral
3418,2019-04-06,1.75,1.76,down
3419,2019-04-07,1.75,1.78,down
3420,2019-04-08,1.76,1.78,down
3421,2019-04-09,1.77,1.78,down
3422,2019-04-10,1.75,1.77,down
3423,2019-04-11,1.78,1.76,up
3424,2019-04-12,1.76,1.78,down
3425,2019-04-13,1.76,1.75,up
3426,2019-04-14,1.76,1.73,up
3427,2019-04-15,1.77,1.73,up
3428,2019-04-16,1.76,1.73,up
3429,2019-04-17,1.73,1.76,down
3430,2019-04-18,1.72,1.74,down
3431,2019-04-19,1.75,1.74,up
3432,2019-04-20,1.75,1.74,up
3433,2019-04-21,1.75,1.75,neutral
3434,2019-04-22,1.74,1.75,down
3435,2019-04-23,1.75,1.75,neutral
3436,2019-04-24,1.73,1.75,down
3437,2019-04-25,1.73,1.77,down
3438,2019-04-26,1.73,1.74,down
3439,2019-04-27,1.73,1.76,down
3440,2019-04-28,1.73,1.81,down
3441,2019-04-29,1.73,1.81,down
3442,2019-04-30,1.79,1.81,down
3443,2019-05-01,1.79,1.75,up
3444,2019-05-02,1.75,1.75,neutral
3445,2019-05-03,1.74,1.7,up
3446,2019-05-04,1.74,1.72,up
3447,2019-05-05,1.74,1.75,down
3448,2019-05-06,1.74,1.75,down
3449,2019-05-07,1.73,1.75,down
3450,2019-05-08,1.73,1.76,down
3451,2019-05-09,1.73,1.77,down
3452,2019-05-10,1.74,1.75,down
3453,2019-05-11,1.74,1.78,down
3454,2019-05-12,1.74,1.76,down
3455,2019-05-13,1.75,1.76,down
3456,2019-05-14,1.73,1.76,down
3457,2019-05-15,1.76,1.77,down
3458,2019-05-16,1.75,1.76,down
3459,2019-05-17,1.74,1.73,up
3460,2019-05-18,1.74,1.72,up
3461,2019-05-19,1.74,1.75,down
3462,2019-05-20,1.76,1.75,up
3463,2019-05-21,1.73,1.75,down
3464,2019-05-22,1.73,1.74,down
3465,2019-05-23,1.74,1.75,down
3466,2019-05-24,1.73,1.73,neutral
3467,2019-05-25,1.73,1.73,neutral
3468,2019-05-26,1.73,1.73,neutral
3469,2019-05-27,1.75,1.73,up
3470,2019-05-28,1.75,1.73,up
3471,2019-05-29,1.75,1.73,up
3472,2019-05-30,1.76,1.79,down
3473,2019-05-31,1.79,1.79,neutral
3474,2019-06-01,1.79,1.75,up
3475,2019-06-02,1.79,1.74,up
3476,2019-06-03,1.77,1.74,up
3477,2019-06-04,1.75,1.74,up
3478,2019-06-05,1.73,1.74,down
3479,2019-06-06,1.73,1.73,neutral
3480,2019-06-07,1.77,1.73,up
3481,2019-06-08,1.77,1.73,up
3482,2019-06-09,1.77,1.74,up
3483,2019-06-10,1.75,1.74,up
3484,2019-06-11,1.75,1.74,up
3485,2019-06-12,1.75,1.75,neutral
3486,2019-06-13,1.75,1.73,up
3487,2019-06-14,1.74,1.76,down
3488,2019-06-15,1.74,1.75,down
3489,2019-06-16,1.74,1.74,neutral
3490,2019-06-17,1.76,1.74,up
3491,2019-06-18,1.75,1.74,up
3492,2019-06-19,1.76,1.76,neutral
3493,2019-06-20,1.75,1.73,up
3494,2019-06-21,1.74,1.73,up
3495,2019-06-22,1.74,1.74,neutral
3496,2019-06-23,1.74,1.73,up
3497,2019-06-24,1.75,1.73,up
3498,2019-06-25,1.75,1.73,up
3499,2019-06-26,1.76,1.75,up
3500,2019-06-27,1.77,1.75,up
3501,2019-06-28,1.83,1.75,up
3502,2019-06-29,1.83,1.76,up
3503,2019-06-30,1.83,1.79,up
3504,2019-07-01,1.75,1.79,down
3505,2019-07-02,1.73,1.79,down
3506,2019-07-03,1.73,1.77,down
3507,2019-07-04,1.73,1.75,down
3508,2019-07-05,1.73,1.73,neutral
3509,2019-07-06,1.73,1.73,neutral
3510,2019-07-07,1.73,1.77,down
3511,2019-07-08,1.73,1.77,down
3512,2019-07-09,1.69,1.77,down
3513,2019-07-10,1.74,1.75,down
3514,2019-07-11,1.75,1.75,neutral
3515,2019-07-12,1.74,1.75,down
3516,2019-07-13,1.74,1.75,down
3517,2019-07-14,1.74,1.74,neutral
3518,2019-07-15,1.73,1.74,down
3519,2019-07-16,1.72,1.74,down
3520,2019-07-17,1.72,1.76,down
3521,2019-07-18,1.5,1.75,down
3522,2019-07-19,1.49,1.76,down
3523,2019-07-20,1.49,1.75,down
3524,2019-07-21,1.49,1.74,down
3525,2019-07-22,1.48,1.74,down
3526,2019-07-23,1.48,1.74,down
3527,2019-07-24,1.48,1.75,down
3528,2019-07-25,1.5,1.75,down
3529,2019-07-26,1.51,1.76,down
3530,2019-07-27,1.51,1.77,down
3531,2019-07-28,1.51,1.83,down
3532,2019-07-29,1.5,1.83,down
3533,2019-07-30,1.52,1.83,down
3534,2019-07-31,1.56,1.75,down
3535,2019-08-01,1.51,1.73,down
3536,2019-08-02,1.48,1.73,down
3537,2019-08-03,1.48,1.73,down
3538,2019-08-04,1.48,1.73,down
3539,2019-08-05,1.49,1.73,down
3540,2019-08-06,1.49,1.73,down
3541,2019-08-07,1.49,1.73,down
3542,2019-08-08,1.49,1.69,down
3543,2019-08-09,1.5,1.74,down
3544,2019-08-10,1.5,1.75,down
3545,2019-08-11,1.5,1.74,down
3546,2019-08-12,1.52,1.74,down
3547,2019-08-13,1.52,1.74,down
3548,2019-08-14,1.52,1.73,down
3549,2019-08-15,1.52,1.72,down
3550,2019-08-16,1.52,1.72,down
3551,2019-08-17,1.52,1.5,up
3552,2019-08-18,1.52,1.49,up
3553,2019-08-19,1.51,1.49,up
3554,2019-08-20,1.51,1.49,up
3555,2019-08-21,1.51,1.48,up
3556,2019-08-22,1.52,1.48,up
3557,2019-08-23,1.53,1.48,up
3558,2019-08-24,1.53,1.5,up
3559,2019-08-25,1.53,1.51,up
3560,2019-08-26,1.53,1.51,up
3561,2019-08-27,1.53,1.51,up
3562,2019-08-28,1.51,1.5,up
3563,2019-08-29,1.51,1.52,down
3564,2019-08-30,1.54,1.56,down
3565,2019-08-31,1.54,1.51,up
3566,2019-09-01,1.54,1.48,up
3567,2019-09-02,1.5,1.48,up
3568,2019-09-03,1.5,1.48,up
3569,2019-09-04,1.49,1.49,neutral
3570,2019-09-05,1.5,1.49,up
3571,2019-09-06,1.53,1.49,up
3572,2019-09-07,1.53,1.49,up
3573,2019-09-08,1.53,1.5,up
3574,2019-09-09,1.56,1.5,up
3575,2019-09-10,1.51,1.5,up
3576,2019-09-11,1.49,1.52,down
3577,2019-09-12,1.49,1.52,down
3578,2019-09-13,1.49,1.52,down
3579,2019-09-14,1.49,1.52,down
3580,2019-09-15,1.49,1.52,down
3581,2019-09-16,1.52,1.52,neutral
3582,2019-09-17,1.52,1.52,neutral
3583,2019-09-18,1.5,1.51,down
3584,2019-09-19,1.5,1.51,down
3585,2019-09-20,1.51,1.51,neutral
3586,2019-09-21,1.51,1.52,down
3587,2019-09-22,1.51,1.53,down
3588,2019-09-23,1.51,1.53,down
3589,2019-09-24,1.51,1.53,down
3590,2019-09-25,1.53,1.53,neutral
3591,2019-09-26,1.53,1.53,neutral
3592,2019-09-27,1.54,1.51,up
3593,2019-09-28,1.54,1.51,up
3594,2019-09-29,1.54,1.54,neutral
3595,2019-09-30,1.58,1.54,up
3596,2019-10-01,1.55,1.54,up
3597,2019-10-02,1.51,1.5,up
3598,2019-10-03,1.51,1.5,up
3599,2019-10-04,1.52,1.49,up
3600,2019-10-05,1.52,1.5,up
3601,2019-10-06,1.52,1.53,down
3602,2019-10-07,1.46,1.53,down
3603,2019-10-08,1.48,1.53,down
3604,2019-10-09,1.48,1.56,down
3605,2019-10-10,1.51,1.51,neutral
3606,2019-10-11,1.55,1.49,up
3607,2019-10-12,1.55,1.49,up
3608,2019-10-13,1.55,1.49,up
3609,2019-10-14,1.53,1.49,up
3610,2019-10-15,1.52,1.49,up
3611,2019-10-16,1.28,1.52,down
3612,2019-10-17,1.25,1.52,down
3613,2019-10-18,1.25,1.5,down
3614,2019-10-19,1.25,1.5,down
3615,2019-10-20,1.25,1.51,down
3616,2019-10-21,1.25,1.51,down
3617,2019-10-22,1.24,1.51,down
3618,2019-10-23,1.24,1.51,down
3619,2019-10-24,1.23,1.51,down
3620,2019-10-25,1.24,1.53,down
3621,2019-10-26,1.24,1.53,down
3622,2019-10-27,1.24,1.54,down
3623,2019-10-28,1.54,1.54,neutral
3624,2019-10-29,1.24,1.54,down
3625,2019-10-30,1.26,1.58,down
3626,2019-10-31,1.29,1.55,down
3627,2019-11-01,1.25,1.51,down
3628,2019-11-02,1.25,1.51,down
3629,2019-11-03,1.25,1.52,down
3630,2019-11-04,1.25,1.52,down
3631,2019-11-05,1.25,1.52,down
3632,2019-11-06,1.24,1.46,down
3633,2019-11-07,1.26,1.48,down
3634,2019-11-08,1.28,1.48,down
3635,2019-11-09,1.28,1.51,down
3636,2019-11-10,1.28,1.55,down
3637,2019-11-11,1.3,1.55,down
3638,2019-11-12,1.32,1.55,down
3639,2019-11-13,1.32,1.53,down
3640,2019-11-14,1.3,1.52,down
3641,2019-11-15,1.3,1.28,up
3642,2019-11-16,1.3,1.25,up
3643,2019-11-17,1.3,1.25,up
3644,2019-11-18,1.3,1.25,up
3645,2019-11-19,1.29,1.25,up
3646,2019-11-20,1.3,1.25,up
3647,2019-11-21,1.29,1.24,up
3648,2019-11-22,1.29,1.24,up
3649,2019-11-23,1.29,1.23,up
3650,2019-11-24,1.29,1.24,up
3651,2019-11-25,1.27,1.24,up
3652,2019-11-26,1.27,1.24,up
3653,2019-11-27,1.26,1.54,down
3654,2019-11-28,1.25,1.24,up
3655,2019-11-29,1.28,1.26,up
3656,2019-11-30,1.28,1.29,down
3657,2019-12-01,1.28,1.25,up
3658,2019-12-02,1.25,1.25,neutral
3659,2019-12-03,1.24,1.25,down
3660,2019-12-04,1.24,1.25,down
3661,2019-12-05,1.25,1.25,neutral
3662,2019-12-06,1.24,1.24,neutral
3663,2019-12-07,1.24,1.26,down
3664,2019-12-08,1.24,1.28,down
3665,2019-12-09,1.26,1.28,down
3666,2019-12-10,1.28,1.28,neutral
3667,2019-12-11,1.26,1.3,down
3668,2019-12-12,1.3,1.32,down
3669,2019-12-13,1.3,1.32,down
3670,2019-12-14,1.3,1.3,neutral
3671,2019-12-15,1.3,1.3,neutral
3672,2019-12-16,1.29,1.3,down
3673,2019-12-17,1.28,1.3,down
3674,2019-12-18,1.28,1.3,down
3675,2019-12-19,1.29,1.29,neutral
3676,2019-12-20,1.28,1.3,down
3677,2019-12-21,1.28,1.29,down
3678,2019-12-22,1.28,1.29,down
3679,2019-12-23,1.29,1.29,neutral
3680,2019-12-24,1.3,1.29,up
3681,2019-12-25,1.3,1.27,up
3682,2019-12-26,1.31,1.27,up
3683,2019-12-27,1.31,1.26,up
3684,2019-12-28,1.31,1.25,up
3685,2019-12-29,1.31,1.28,up
3686,2019-12-30,1.31,1.28,up
3687,2019-12-31,1.39,1.28,up
3688,2020-01-01,1.39,1.25,up
3689,2020-01-02,1.3,1.24,up
3690,2020-01-03,1.27,1.24,up
3691,2020-01-04,1.27,1.25,up
3692,2020-01-05,1.27,1.24,up
3693,2020-01-06,1.29,1.24,up
3694,2020-01-07,1.27,1.24,up
3695,2020-01-08,1.25,1.26,down
3696,2020-01-09,1.28,1.28,neutral
3697,2020-01-10,1.28,1.26,up
3698,2020-01-11,1.28,1.3,down
3699,2020-01-12,1.28,1.3,down
