,DATE,RATE
2018,2015-07-11,1.48
2019,2015-07-12,1.48
2020,2015-07-13,1.48
2021,2015-07-14,1.49
2022,2015-07-15,1.48
2023,2015-07-16,1.48
2024,2015-07-17,1.48
2025,2015-07-18,1.48
2026,2015-07-19,1.48
2027,2015-07-20,1.47
2028,2015-07-21,1.47
2029,2015-07-22,1.47
2030,2015-07-23,1.48
2031,2015-07-24,1.49
2032,2015-07-25,1.49
2033,2015-07-26,1.49
2034,2015-07-27,1.49
2035,2015-07-28,1.49
2036,2015-07-29,1.49
2037,2015-07-30,1.49
2038,2015-07-31,1.5
2039,2015-08-01,1.5
2040,2015-08-02,1.5
2041,2015-08-03,1.48
2042,2015-08-04,1.49
2043,2015-08-05,1.48
2044,2015-08-06,1.49
2045,2015-08-07,1.49
2046,2015-08-08,1.49
2047,2015-08-09,1.49
2048,2015-08-10,1.49
2049,2015-08-11,1.49
2050,2015-08-12,1.49
2051,2015-08-13,1.49
2052,2015-08-14,1.49
2053,2015-08-15,1.49
2054,2015-08-16,1.49
2055,2015-08-17,1.49
2056,2015-08-18,1.49
2057,2015-08-19,1.49
2058,2015-08-20,1.49
2059,2015-08-21,1.49
2060,2015-08-22,1.49
2061,2015-08-23,1.49
2062,2015-08-24,1.5
2063,2015-08-25,1.5
2064,2015-08-26,1.5
2065,2015-08-27,1.5
2066,2015-08-28,1.51
2067,2015-08-29,1.51
2068,2015-08-30,1.51
2069,2015-08-31,1.52
2070,2015-09-01,1.49
2071,2015-09-02,1.48
2072,2015-09-03,1.47
2073,2015-09-04,1.45
2074,2015-09-05,1.45
2075,2015-09-06,1.45
2076,2015-09-07,1.47
2077,2015-09-08,1.49
2078,2015-09-09,1.48
2079,2015-09-10,1.49
2080,2015-09-11,1.49
2081,2015-09-12,1.49
2082,2015-09-13,1.49
2083,2015-09-14,1.49
2084,2015-09-15,1.49
2085,2015-09-16,1.48
2086,2015-09-17,1.48
2087,2015-09-18,1.48
2088,2015-09-19,1.48
2089,2015-09-20,1.48
2090,2015-09-21,1.48
2091,2015-09-22,1.48
2092,2015-09-23,1.48
2093,2015-09-24,1.49
2094,2015-09-25,1.47
2095,2015-09-26,1.47
2096,2015-09-27,1.47
2097,2015-09-28,1.47
2098,2015-09-29,1.47
2099,2015-09-30,1.49
2100,2015-10-01,1.47
2101,2015-10-02,1.46
2102,2015-10-03,1.46
2103,2015-10-04,1.46
2104,2015-10-05,1.47
2105,2015-10-06,1.5
2106,2015-10-07,1.49
2107,2015-10-08,1.48
2108,2015-10-09,1.48
2109,2015-10-10,1.48
2110,2015-10-11,1.48
2111,2015-10-12,1.48
2112,2015-10-13,1.48
2113,2015-10-14,1.48
2114,2015-10-15,1.48
2115,2015-10-16,1.49
2116,2015-10-17,1.49
2117,2015-10-18,1.49
2118,2015-10-19,1.49
2119,2015-10-20,1.49
2120,2015-10-21,1.49
2121,2015-10-22,1.49
2122,2015-10-23,1.49
2123,2015-10-24,1.49
2124,2015-10-25,1.49
2125,2015-10-26,1.48
2126,2015-10-27,1.48
2127,2015-10-28,1.48
2128,2015-10-29,1.48
2129,2015-10-30,1.5
2130,2015-10-31,1.5
2131,2015-11-01,1.5
2132,2015-11-02,1.5
2133,2015-11-03,1.5
2134,2015-11-04,1.5
2135,2015-11-05,1.49
2136,2015-11-06,1.49
2137,2015-11-07,1.49
2138,2015-11-08,1.49
2139,2015-11-09,1.5
2140,2015-11-10,1.49
2141,2015-11-11,1.49
2142,2015-11-12,1.5
2143,2015-11-13,1.49
2144,2015-11-14,1.49
2145,2015-11-15,1.49
2146,2015-11-16,1.49
2147,2015-11-17,1.49
2148,2015-11-18,1.49
2149,2015-11-19,1.49
2150,2015-11-20,1.49
2151,2015-11-21,1.49
2152,2015-11-22,1.49
2153,2015-11-23,1.49
2154,2015-11-24,1.49
2155,2015-11-25,1.5
2156,2015-11-26,1.49
2157,2015-11-27,1.49
2158,2015-11-28,1.49
2159,2015-11-29,1.49
2160,2015-11-30,1.5
2161,2015-12-01,1.48
2162,2015-12-02,1.44
2163,2015-12-03,1.45
2164,2015-12-04,1.4
2165,2015-12-05,1.4
2166,2015-12-06,1.4
2167,2015-12-07,1.44
2168,2015-12-08,1.46
2169,2015-12-09,1.46
2170,2015-12-10,1.48
2171,2015-12-11,1.48
2172,2015-12-12,1.48
2173,2015-12-13,1.48
2174,2015-12-14,1.48
2175,2015-12-15,1.46
2176,2015-12-16,1.46
2177,2015-12-17,1.46
2178,2015-12-18,1.48
2179,2015-12-19,1.48
2180,2015-12-20,1.48
2181,2015-12-21,1.48
2182,2015-12-22,1.48
2183,2015-12-23,1.49
2184,2015-12-24,1.49
2185,2015-12-25,1.49
2186,2015-12-26,1.49
2187,2015-12-27,1.49
2188,2015-12-28,1.49
2189,2015-12-29,1.49
2190,2015-12-30,1.49
2191,2015-12-31,1.52
2192,2016-01-01,1.52
2193,2016-01-02,1.52
2194,2016-01-03,1.52
2195,2016-01-04,1.48
2196,2016-01-05,1.49
2197,2016-01-06,1.49
2198,2016-01-07,1.49
2199,2016-01-08,1.49
2200,2016-01-09,1.49
2201,2016-01-10,1.49
2202,2016-01-11,1.49
2203,2016-01-12,1.5
2204,2016-01-13,1.5
2205,2016-01-14,1.49
2206,2016-01-15,1.5
2207,2016-01-16,1.5
2208,2016-01-17,1.5
2209,2016-01-18,1.5
2210,2016-01-19,1.48
2211,2016-01-20,1.49
2212,2016-01-21,1.49
2213,2016-01-22,1.48
2214,2016-01-23,1.48
2215,2016-01-24,1.48
2216,2016-01-25,1.48
2217,2016-01-26,1.48
2218,2016-01-27,1.48
2219,2016-01-28,1.48
2220,2016-01-29,1.5
2221,2016-01-30,1.5
2222,2016-01-31,1.5
2223,2016-02-01,1.49
2224,2016-02-02,1.49
2225,2016-02-03,1.49
2226,2016-02-04,1.51
2227,2016-02-05,1.47
2228,2016-02-06,1.47
2229,2016-02-07,1.47
2230,2016-02-08,1.47
2231,2016-02-09,1.47
2232,2016-02-10,1.47
2233,2016-02-11,1.49
2234,2016-02-12,1.48
2235,2016-02-13,1.48
2236,2016-02-14,1.48
2237,2016-02-15,1.48
2238,2016-02-16,1.47
2239,2016-02-17,1.48
2240,2016-02-18,1.48
2241,2016-02-19,1.47
2242,2016-02-20,1.47
2243,2016-02-21,1.47
2244,2016-02-22,1.48
2245,2016-02-23,1.49
2246,2016-02-24,1.49
2247,2016-02-25,1.49
2248,2016-02-26,1.5
2249,2016-02-27,1.5
2250,2016-02-28,1.5
2251,2016-02-29,1.52
2252,2016-03-01,1.52
2253,2016-03-02,1.5
2254,2016-03-03,1.49
2255,2016-03-04,1.49
2256,2016-03-05,1.49
2257,2016-03-06,1.49
2258,2016-03-07,1.49
2259,2016-03-08,1.49
2260,2016-03-09,1.48
2261,2016-03-10,1.5
2262,2016-03-11,1.48
2263,2016-03-12,1.48
2264,2016-03-13,1.48
2265,2016-03-14,1.48
2266,2016-03-15,1.48
2267,2016-03-16,1.48
2268,2016-03-17,1.48
2269,2016-03-18,1.49
2270,2016-03-19,1.49
2271,2016-03-20,1.49
2272,2016-03-21,1.49
2273,2016-03-22,1.49
2274,2016-03-23,1.49
2275,2016-03-24,1.49
2276,2016-03-25,1.49
2277,2016-03-26,1.49
2278,2016-03-27,1.49
2279,2016-03-28,1.49
2280,2016-03-29,1.49
2281,2016-03-30,1.51
2282,2016-03-31,1.53
2283,2016-04-01,1.5
2284,2016-04-02,1.5
2285,2016-04-03,1.5
2286,2016-04-04,1.46
2287,2016-04-05,1.49
2288,2016-04-06,1.48
2289,2016-04-07,1.48
2290,2016-04-08,1.48
2291,2016-04-09,1.48
2292,2016-04-10,1.48
2293,2016-04-11,1.48
2294,2016-04-12,1.48
2295,2016-04-13,1.48
2296,2016-04-14,1.49
2297,2016-04-15,1.48
2298,2016-04-16,1.48
2299,2016-04-17,1.48
2300,2016-04-18,1.49
2301,2016-04-19,1.48
2302,2016-04-20,1.49
2303,2016-04-21,1.48
2304,2016-04-22,1.48
2305,2016-04-23,1.48
2306,2016-04-24,1.48
2307,2016-04-25,1.49
2308,2016-04-26,1.49
2309,2016-04-27,1.48
2310,2016-04-28,1.48
2311,2016-04-29,1.5
2312,2016-04-30,1.5
2313,2016-05-01,1.5
2314,2016-05-02,1.48
2315,2016-05-03,1.48
2316,2016-05-04,1.48
2317,2016-05-05,1.48
2318,2016-05-06,1.48
2319,2016-05-07,1.48
2320,2016-05-08,1.48
2321,2016-05-09,1.48
2322,2016-05-10,1.5
2323,2016-05-11,1.54
2324,2016-05-12,1.49
2325,2016-05-13,1.49
2326,2016-05-14,1.49
2327,2016-05-15,1.49
2328,2016-05-16,1.49
2329,2016-05-17,1.49
2330,2016-05-18,1.49
2331,2016-05-19,1.49
2332,2016-05-20,1.49
2333,2016-05-21,1.49
2334,2016-05-22,1.49
2335,2016-05-23,1.49
2336,2016-05-24,1.49
2337,2016-05-25,1.49
2338,2016-05-26,1.49
2339,2016-05-27,1.48
2340,2016-05-28,1.48
2341,2016-05-29,1.48
2342,2016-05-30,1.48
2343,2016-05-31,1.48
2344,2016-06-01,1.48
2345,2016-06-02,1.49
2346,2016-06-03,1.47
2347,2016-06-04,1.47
2348,2016-06-05,1.47
2349,2016-06-06,1.47
2350,2016-06-07,1.49
2351,2016-06-08,1.48
2352,2016-06-09,1.24
2353,2016-06-10,1.24
2354,2016-06-11,1.24
2355,2016-06-12,1.24
2356,2016-06-13,1.24
2357,2016-06-14,1.24
2358,2016-06-15,1.24
2359,2016-06-16,1.24
2360,2016-06-17,1.24
2361,2016-06-18,1.24
2362,2016-06-19,1.24
2363,2016-06-20,1.24
2364,2016-06-21,1.24
2365,2016-06-22,1.24
2366,2016-06-23,1.24
2367,2016-06-24,1.24
2368,2016-06-25,1.24
2369,2016-06-26,1.24
2370,2016-06-27,1.24
2371,2016-06-28,1.22
2372,2016-06-29,1.22
2373,2016-06-30,1.23
2374,2016-07-01,1.2
2375,2016-07-02,1.2
2376,2016-07-03,1.2
2377,2016-07-04,1.2
2378,2016-07-05,1.23
2379,2016-07-06,1.23
2380,2016-07-07,1.23
2381,2016-07-08,1.23
2382,2016-07-09,1.23
2383,2016-07-10,1.23
2384,2016-07-11,1.23
2385,2016-07-12,1.23
2386,2016-07-13,1.23
2387,2016-07-14,1.23
2388,2016-07-15,1.23
2389,2016-07-16,1.23
2390,2016-07-17,1.23
2391,2016-07-18,1.23
2392,2016-07-19,1.23
2393,2016-07-20,1.23
2394,2016-07-21,1.23
2395,2016-07-22,1.23
2396,2016-07-23,1.23
2397,2016-07-24,1.23
2398,2016-07-25,1.23
2399,2016-07-26,1.23
2400,2016-07-27,1.21
2401,2016-07-28,1.22
2402,2016-07-29,1.24
2403,2016-07-30,1.24
2404,2016-07-31,1.24
2405,2016-08-01,1.23
2406,2016-08-02,1.23
2407,2016-08-03,1.23
2408,2016-08-04,1.23
2409,2016-08-05,1.23
2410,2016-08-06,1.23
2411,2016-08-07,1.23
2412,2016-08-08,1.23
2413,2016-08-09,1.23
2414,2016-08-10,1.23
2415,2016-08-11,1.23
2416,2016-08-12,1.23
2417,2016-08-13,1.23
2418,2016-08-14,1.23
2419,2016-08-15,1.23
2420,2016-08-16,1.23
2421,2016-08-17,1.23
2422,2016-08-18,1.23
2423,2016-08-19,1.23
2424,2016-08-20,1.23
2425,2016-08-21,1.23
2426,2016-08-22,1.23
2427,2016-08-23,1.23
2428,2016-08-24,1.24
2429,2016-08-25,1.24
2430,2016-08-26,1.24
2431,2016-08-27,1.24
2432,2016-08-28,1.24
2433,2016-08-29,1.24
2434,2016-08-30,1.24
2435,2016-08-31,1.25
2436,2016-09-01,1.24
2437,2016-09-02,1.23
2438,2016-09-03,1.23
2439,2016-09-04,1.23
2440,2016-09-05,1.22
2441,2016-09-06,1.24
2442,2016-09-07,1.23
2443,2016-09-08,1.25
2444,2016-09-09,1.25
2445,2016-09-10,1.25
2446,2016-09-11,1.25
2447,2016-09-12,1.24
2448,2016-09-13,1.24
2449,2016-09-14,1.24
2450,2016-09-15,1.24
2451,2016-09-16,1.24
2452,2016-09-17,1.24
2453,2016-09-18,1.24
2454,2016-09-19,1.24
2455,2016-09-20,1.24
2456,2016-09-21,1.24
2457,2016-09-22,1.24
2458,2016-09-23,1.24
2459,2016-09-24,1.24
2460,2016-09-25,1.24
2461,2016-09-26,1.24
2462,2016-09-27,1.24
2463,2016-09-28,1.25
2464,2016-09-29,1.25
2465,2016-09-30,1.26
2466,2016-10-01,1.26
2467,2016-10-02,1.26
2468,2016-10-03,1.26
2469,2016-10-04,1.25
2470,2016-10-05,1.24
2471,2016-10-06,1.24
2472,2016-10-07,1.23
2473,2016-10-08,1.23
2474,2016-10-09,1.23
2475,2016-10-10,1.23
2476,2016-10-11,1.24
2477,2016-10-12,1.24
2478,2016-10-13,1.23
2479,2016-10-14,1.24
2480,2016-10-15,1.24
2481,2016-10-16,1.24
2482,2016-10-17,1.24
2483,2016-10-18,1.23
2484,2016-10-19,1.23
2485,2016-10-20,1.23
2486,2016-10-21,1.24
2487,2016-10-22,1.24
2488,2016-10-23,1.24
2489,2016-10-24,1.24
2490,2016-10-25,1.23
2491,2016-10-26,1.23
2492,2016-10-27,1.23
2493,2016-10-28,1.18
2494,2016-10-29,1.18
2495,2016-10-30,1.18
2496,2016-10-31,1.24
2497,2016-11-01,1.22
2498,2016-11-02,1.22
2499,2016-11-03,1.22
2500,2016-11-04,1.24
2501,2016-11-05,1.24
2502,2016-11-06,1.24
2503,2016-11-07,1.24
2504,2016-11-08,1.24
2505,2016-11-09,1.24
2506,2016-11-10,1.23
2507,2016-11-11,1.23
2508,2016-11-12,1.23
2509,2016-11-13,1.23
2510,2016-11-14,1.24
2511,2016-11-15,1.24
2512,2016-11-16,1.24
2513,2016-11-17,1.24
2514,2016-11-18,1.23
2515,2016-11-19,1.23
2516,2016-11-20,1.23
2517,2016-11-21,1.19
2518,2016-11-22,1.23
2519,2016-11-23,1.23
2520,2016-11-24,1.23
2521,2016-11-25,1.22
2522,2016-11-26,1.22
2523,2016-11-27,1.22
2524,2016-11-28,1.19
2525,2016-11-29,1.2
2526,2016-11-30,1.23
2527,2016-12-01,1.21
2528,2016-12-02,1.16
2529,2016-12-03,1.16
2530,2016-12-04,1.16
2531,2016-12-05,1.2
2532,2016-12-06,1.23
2533,2016-12-07,1.23
2534,2016-12-08,1.23
2535,2016-12-09,1.23
2536,2016-12-10,1.23
2537,2016-12-11,1.23
2538,2016-12-12,1.23
2539,2016-12-13,1.22
2540,2016-12-14,1.22
2541,2016-12-15,1.22
2542,2016-12-16,1.2
2543,2016-12-17,1.2
2544,2016-12-18,1.2
2545,2016-12-19,1.23
2546,2016-12-20,1.2
2547,2016-12-21,1.22
2548,2016-12-22,1.23
2549,2016-12-23,1.24
2550,2016-12-24,1.24
2551,2016-12-25,1.24
2552,2016-12-26,1.24
2553,2016-12-27,1.24
2554,2016-12-28,1.23
2555,2016-12-29,1.24
2556,2016-12-30,1.27
2557,2016-12-31,1.27
2558,2017-01-01,1.27
2559,2017-01-02,1.26
2560,2017-01-03,1.24
2561,2017-01-04,1.24
2562,2017-01-05,1.24
2563,2017-01-06,1.24
2564,2017-01-07,1.24
2565,2017-01-08,1.24
2566,2017-01-09,1.24
2567,2017-01-10,1.25
2568,2017-01-11,1.24
2569,2017-01-12,1.23
2570,2017-01-13,1.24
2571,2017-01-14,1.24
2572,2017-01-15,1.24
2573,2017-01-16,1.24
2574,2017-01-17,1.23
2575,2017-01-18,1.23
2576,2017-01-19,1.24
2577,2017-01-20,1.24
2578,2017-01-21,1.24
2579,2017-01-22,1.24
2580,2017-01-23,1.24
2581,2017-01-24,1.25
2582,2017-01-25,1.25
2583,2017-01-26,1.26
2584,2017-01-27,1.26
2585,2017-01-28,1.26
2586,2017-01-29,1.26
2587,2017-01-30,1.26
2588,2017-01-31,1.25
2589,2017-02-01,1.23
2590,2017-02-02,1.23
2591,2017-02-03,1.23
2592,2017-02-04,1.23
2593,2017-02-05,1.23
2594,2017-02-06,1.22
2595,2017-02-07,1.21
2596,2017-02-08,1.22
2597,2017-02-09,1.23
2598,2017-02-10,1.23
2599,2017-02-11,1.23
2600,2017-02-12,1.23
2601,2017-02-13,1.23
2602,2017-02-14,1.23
2603,2017-02-15,1.23
2604,2017-02-16,1.22
2605,2017-02-17,1.23
2606,2017-02-18,1.23
2607,2017-02-19,1.23
2608,2017-02-20,1.23
2609,2017-02-21,1.23
2610,2017-02-22,1.24
2611,2017-02-23,1.24
2612,2017-02-24,1.24
2613,2017-02-25,1.24
2614,2017-02-26,1.24
2615,2017-02-27,1.24
2616,2017-02-28,1.26
2617,2017-03-01,1.26
2618,2017-03-02,1.24
2619,2017-03-03,1.23
2620,2017-03-04,1.23
2621,2017-03-05,1.23
2622,2017-03-06,1.2
2623,2017-03-07,1.18
2624,2017-03-08,1.23
2625,2017-03-09,1.24
2626,2017-03-10,1.24
2627,2017-03-11,1.24
2628,2017-03-12,1.24
2629,2017-03-13,1.23
2630,2017-03-14,1.23
2631,2017-03-15,1.23
2632,2017-03-16,1.22
2633,2017-03-17,1.2
2634,2017-03-18,1.2
2635,2017-03-19,1.2
2636,2017-03-20,1.22
2637,2017-03-21,1.22
2638,2017-03-22,1.22
2639,2017-03-23,1.23
2640,2017-03-24,1.22
2641,2017-03-25,1.22
2642,2017-03-26,1.22
2643,2017-03-27,1.23
2644,2017-03-28,1.22
2645,2017-03-29,1.24
2646,2017-03-30,1.25
2647,2017-03-31,1.27
2648,2017-04-01,1.27
2649,2017-04-02,1.27
2650,2017-04-03,1.25
2651,2017-04-04,1.23
2652,2017-04-05,1.23
2653,2017-04-06,1.23
2654,2017-04-07,1.23
2655,2017-04-08,1.23
2656,2017-04-09,1.23
2657,2017-04-10,1.23
2658,2017-04-11,1.23
2659,2017-04-12,1.23
2660,2017-04-13,1.23
2661,2017-04-14,1.23
2662,2017-04-15,1.23
2663,2017-04-16,1.23
2664,2017-04-17,1.23
2665,2017-04-18,1.23
2666,2017-04-19,1.23
2667,2017-04-20,1.24
2668,2017-04-21,1.24
2669,2017-04-22,1.24
2670,2017-04-23,1.24
2671,2017-04-24,1.24
2672,2017-04-25,1.23
2673,2017-04-26,1.22
2674,2017-04-27,1.17
2675,2017-04-28,1.21
2676,2017-04-29,1.21
2677,2017-04-30,1.21
2678,2017-05-01,1.21
2679,2017-05-02,1.22
2680,2017-05-03,1.22
2681,2017-05-04,1.22
2682,2017-05-05,1.22
2683,2017-05-06,1.22
2684,2017-05-07,1.22
2685,2017-05-08,1.23
2686,2017-05-09,1.23
2687,2017-05-10,1.23
2688,2017-05-11,1.23
2689,2017-05-12,1.23
2690,2017-05-13,1.23
2691,2017-05-14,1.23
2692,2017-05-15,1.23
2693,2017-05-16,1.23
2694,2017-05-17,1.23
2695,2017-05-18,1.23
2696,2017-05-19,1.23
2697,2017-05-20,1.23
2698,2017-05-21,1.23
2699,2017-05-22,1.23
2700,2017-05-23,1.23
2701,2017-05-24,1.23
2702,2017-05-25,1.22
2703,2017-05-26,1.23
2704,2017-05-27,1.23
2705,2017-05-28,1.23
2706,2017-05-29,1.23
2707,2017-05-30,1.24
2708,2017-05-31,1.26
2709,2017-06-01,1.25
2710,2017-06-02,1.22
2711,2017-06-03,1.22
2712,2017-06-04,1.22
2713,2017-06-05,1.24
2714,2017-06-06,1.24
2715,2017-06-07,1.23
2716,2017-06-08,1.24
2717,2017-06-09,1.23
2718,2017-06-10,1.23
2719,2017-06-11,1.23
2720,2017-06-12,1.23
2721,2017-06-13,1.23
2722,2017-06-14,1.23
2723,2017-06-15,1.23
2724,2017-06-16,1.23
2725,2017-06-17,1.23
2726,2017-06-18,1.23
2727,2017-06-19,1.23
2728,2017-06-20,1.23
2729,2017-06-21,1.23
2730,2017-06-22,1.23
2731,2017-06-23,1.24
2732,2017-06-24,1.24
2733,2017-06-25,1.24
2734,2017-06-26,1.25
2735,2017-06-27,1.25
2736,2017-06-28,1.25
2737,2017-06-29,1.27
2738,2017-06-30,1.29
2739,2017-07-01,1.29
2740,2017-07-02,1.29
2741,2017-07-03,1.26
2742,2017-07-04,1.23
2743,2017-07-05,1.22
2744,2017-07-06,1.23
2745,2017-07-07,1.24
2746,2017-07-08,1.24
2747,2017-07-09,1.24
2748,2017-07-10,1.24
2749,2017-07-11,1.24
2750,2017-07-12,1.24
2751,2017-07-13,1.24
2752,2017-07-14,1.24
2753,2017-07-15,1.24
2754,2017-07-16,1.24
2755,2017-07-17,1.23
2756,2017-07-18,1.23
2757,2017-07-19,1.23
2758,2017-07-20,1.23
2759,2017-07-21,1.24
2760,2017-07-22,1.24
2761,2017-07-23,1.24
2762,2017-07-24,1.24
2763,2017-07-25,1.24
2764,2017-07-26,1.24
2765,2017-07-27,1.24
2766,2017-07-28,1.23
2767,2017-07-29,1.23
2768,2017-07-30,1.23
2769,2017-07-31,1.24
2770,2017-08-01,1.23
2771,2017-08-02,1.21
2772,2017-08-03,1.22
2773,2017-08-04,1.22
2774,2017-08-05,1.22
2775,2017-08-06,1.22
2776,2017-08-07,1.2
2777,2017-08-08,1.18
2778,2017-08-09,1.23
2779,2017-08-10,1.23
2780,2017-08-11,1.23
2781,2017-08-12,1.23
2782,2017-08-13,1.23
2783,2017-08-14,1.21
2784,2017-08-15,1.21
2785,2017-08-16,1.21
2786,2017-08-17,1.22
2787,2017-08-18,1.23
2788,2017-08-19,1.23
2789,2017-08-20,1.23
2790,2017-08-21,1.23
2791,2017-08-22,1.23
2792,2017-08-23,1.23
2793,2017-08-24,1.24
2794,2017-08-25,1.24
2795,2017-08-26,1.24
2796,2017-08-27,1.24
2797,2017-08-28,1.25
2798,2017-08-29,1.25
2799,2017-08-30,1.25
2800,2017-08-31,1.27
2801,2017-09-01,1.26
2802,2017-09-02,1.26
2803,2017-09-03,1.26
2804,2017-09-04,1.25
2805,2017-09-05,1.24
2806,2017-09-06,1.24
2807,2017-09-07,1.25
2808,2017-09-08,1.25
2809,2017-09-09,1.25
2810,2017-09-10,1.25
2811,2017-09-11,1.25
2812,2017-09-12,1.26
2813,2017-09-13,1.26
2814,2017-09-14,1.26
2815,2017-09-15,1.25
2816,2017-09-16,1.25
2817,2017-09-17,1.25
2818,2017-09-18,1.25
2819,2017-09-19,1.24
2820,2017-09-20,1.25
2821,2017-09-21,1.25
2822,2017-09-22,1.25
2823,2017-09-23,1.25
2824,2017-09-24,1.25
2825,2017-09-25,1.26
2826,2017-09-26,1.25
2827,2017-09-27,1.26
2828,2017-09-28,1.26
2829,2017-09-29,1.27
2830,2017-09-30,1.27
2831,2017-10-01,1.27
2832,2017-10-02,1.27
2833,2017-10-03,1.27
2834,2017-10-04,1.27
2835,2017-10-05,1.27
2836,2017-10-06,1.27
2837,2017-10-07,1.27
2838,2017-10-08,1.27
2839,2017-10-09,1.27
2840,2017-10-10,1.26
2841,2017-10-11,1.24
2842,2017-10-12,1.25
2843,2017-10-13,1.25
2844,2017-10-14,1.25
2845,2017-10-15,1.25
2846,2017-10-16,1.25
2847,2017-10-17,1.24
2848,2017-10-18,1.24
2849,2017-10-19,1.24
2850,2017-10-20,1.24
2851,2017-10-21,1.24
2852,2017-10-22,1.24
2853,2017-10-23,1.24
2854,2017-10-24,1.24
2855,2017-10-25,1.24
2856,2017-10-26,1.25
2857,2017-10-27,1.24
2858,2017-10-28,1.24
2859,2017-10-29,1.24
2860,2017-10-30,1.23
2861,2017-10-31,1.26
2862,2017-11-01,1.24
2863,2017-11-02,1.24
2864,2017-11-03,1.24
2865,2017-11-04,1.24
2866,2017-11-05,1.24
2867,2017-11-06,1.23
2868,2017-11-07,1.25
2869,2017-11-08,1.23
2870,2017-11-09,1.24
2871,2017-11-10,1.24
2872,2017-11-11,1.24
2873,2017-11-12,1.24
2874,2017-11-13,1.25
2875,2017-11-14,1.24
2876,2017-11-15,1.24
2877,2017-11-16,1.24
2878,2017-11-17,1.24
2879,2017-11-18,1.24
2880,2017-11-19,1.24
2881,2017-11-20,1.25
2882,2017-11-21,1.25
2883,2017-11-22,1.24
2884,2017-11-23,1.25
2885,2017-11-24,1.25
2886,2017-11-25,1.25
2887,2017-11-26,1.25
2888,2017-11-27,1.26
2889,2017-11-28,1.26
2890,2017-11-29,1.26
2891,2017-11-30,1.53
2892,2017-12-01,1.48
2893,2017-12-02,1.48
2894,2017-12-03,1.48
2895,2017-12-04,1.48
2896,2017-12-05,1.47
2897,2017-12-06,1.48
2898,2017-12-07,1.49
2899,2017-12-08,1.52
2900,2017-12-09,1.52
2901,2017-12-10,1.52
2902,2017-12-11,1.52
2903,2017-12-12,1.51
2904,2017-12-13,1.5
2905,2017-12-14,1.5
2906,2017-12-15,1.51
2907,2017-12-16,1.51
2908,2017-12-17,1.51
2909,2017-12-18,1.5
2910,2017-12-19,1.5
2911,2017-12-20,1.51
2912,2017-12-21,1.53
2913,2017-12-22,1.51
2914,2017-12-23,1.51
2915,2017-12-24,1.51
2916,2017-12-25,1.51
2917,2017-12-26,1.52
2918,2017-12-27,1.51
2919,2017-12-28,1.55
2920,2017-12-29,1.58
2921,2017-12-30,1.58
2922,2017-12-31,1.58
2923,2018-01-01,1.58
2924,2018-01-02,1.52
2925,2018-01-03,1.5
2926,2018-01-04,1.48
2927,2018-01-05,1.47
2928,2018-01-06,1.47
2929,2018-01-07,1.47
2930,2018-01-08,1.46
2931,2018-01-09,1.49
2932,2018-01-10,1.51
2933,2018-01-11,1.5
2934,2018-01-12,1.5
2935,2018-01-13,1.5
2936,2018-01-14,1.5
2937,2018-01-15,1.5
2938,2018-01-16,1.5
2939,2018-01-17,1.49
2940,2018-01-18,1.49
2941,2018-01-19,1.49
2942,2018-01-20,1.49
2943,2018-01-21,1.49
2944,2018-01-22,1.49
2945,2018-01-23,1.49
2946,2018-01-24,1.49
2947,2018-01-25,1.49
2948,2018-01-26,1.49
2949,2018-01-27,1.49
2950,2018-01-28,1.49
2951,2018-01-29,1.49
2952,2018-01-30,1.49
2953,2018-01-31,1.54
2954,2018-02-01,1.5
2955,2018-02-02,1.46
2956,2018-02-03,1.46
2957,2018-02-04,1.46
2958,2018-02-05,1.48
2959,2018-02-06,1.47
2960,2018-02-07,1.49
2961,2018-02-08,1.47
2962,2018-02-09,1.5
2963,2018-02-10,1.5
2964,2018-02-11,1.5
2965,2018-02-12,1.51
2966,2018-02-13,1.51
2967,2018-02-14,1.51
2968,2018-02-15,1.51
2969,2018-02-16,1.51
2970,2018-02-17,1.51
2971,2018-02-18,1.51
2972,2018-02-19,1.5
2973,2018-02-20,1.48
2974,2018-02-21,1.48
2975,2018-02-22,1.49
2976,2018-02-23,1.48
2977,2018-02-24,1.48
2978,2018-02-25,1.48
2979,2018-02-26,1.48
2980,2018-02-27,1.5
2981,2018-02-28,1.51
2982,2018-03-01,1.51
2983,2018-03-02,1.5
2984,2018-03-03,1.5
2985,2018-03-04,1.5
2986,2018-03-05,1.46
2987,2018-03-06,1.43
2988,2018-03-07,1.48
2989,2018-03-08,1.5
2990,2018-03-09,1.49
2991,2018-03-10,1.49
2992,2018-03-11,1.49
2993,2018-03-12,1.5
2994,2018-03-13,1.5
2995,2018-03-14,1.5
2996,2018-03-15,1.49
2997,2018-03-16,1.5
2998,2018-03-17,1.5
2999,2018-03-18,1.5
3000,2018-03-19,1.5
3001,2018-03-20,1.49
3002,2018-03-21,1.49
3003,2018-03-22,1.5
3004,2018-03-23,1.51
3005,2018-03-24,1.51
3006,2018-03-25,1.51
3007,2018-03-26,1.5
3008,2018-03-27,1.48
3009,2018-03-28,1.48
3010,2018-03-29,1.48
3011,2018-03-30,1.54
3012,2018-03-31,1.54
3013,2018-04-01,1.54
3014,2018-04-02,1.49
3015,2018-04-03,1.44
3016,2018-04-04,1.46
